File,BJD,Flux_Star_1,Flux_err_Star_1,Minst_Star_1,Minst_err_Star_1,Star_1_x,Star_1_y,Flux_Star_2,Flux_err_Star_2,Minst_Star_2,Minst_err_Star_2,Star_2_x,Star_2_y,Flux_Star_3,Flux_err_Star_3,Minst_Star_3,Minst_err_Star_3,Star_3_x,Star_3_y,Flux_Star_4,Flux_err_Star_4,Minst_Star_4,Minst_err_Star_4,Star_4_x,Star_4_y,Flux_Star_5,Flux_err_Star_5,Minst_Star_5,Minst_err_Star_5,Star_5_x,Star_5_y,Flux_Star_6,Flux_err_Star_6,Minst_Star_6,Minst_err_Star_6,Star_6_x,Star_6_y,Flux_Star_7,Flux_err_Star_7,Minst_Star_7,Minst_err_Star_7,Star_7_x,Star_7_y
WASP36B.2025-02-17.0153_reduced.fits,2460724.6163477735,282650.90050403465,550.1502513375863,-8.187897785928712,0.0021132713353074054,497,399,54708.18532656696,273.15775933951244,-6.404902625973773,0.005421076702785372,636,436,523683.13511469687,737.0505800794368,-8.857443322227356,0.00152810439342286,492,609,169389.65479949568,435.13280217475824,-7.631989059781289,0.0027890690122617722,501,272,95667.03317161422,340.5799006413481,-7.0116776169115544,0.0038652806142310376,493,233,316023.6836979604,579.3166314206825,-8.309070930061127,0.001990309819162504,379,331,46312.87126887769,253.5798939009813,-6.224026119549391,0.0059448024720513614,400,354
WASP36B.2025-02-17.0154_reduced.fits,2460724.6181122903,280318.5561794845,549.3775029487045,-8.17890147135672,0.0021278614343643604,497,399,54646.26528497257,276.16561080632266,-6.403673067638137,0.005486980685650308,636,436,519988.3895072987,735.6528284256759,-8.84975596899969,0.001536043738805952,492,609,166972.63288742243,433.91995070389896,-7.616385090709653,0.0028215557980913538,501,272,94049.61103643464,339.7833215686273,-6.993164361776967,0.003922557998215595,493,233,314292.1117102816,579.3620677738944,-8.30310555479587,0.0020014322638345506,379,331,46043.959303614305,255.91457609679023,-6.217703505837936,0.006034574888780334,400,354
WASP36B.2025-02-17.0155_reduced.fits,2460724.619881587,275761.5303933027,545.0822304946263,-8.16110605388564,0.0021461133878038,497,399,52358.6505767741,270.0738534303158,-6.357242965076466,0.005600391862618181,636,436,510370.38031686767,728.7951959443662,-8.829485507052024,0.0015504021404990648,492,609,163716.29583705336,429.85777282049526,-7.595001627247968,0.0028507372736579916,501,272,92330.54940609749,336.700811524686,-6.973135401874465,0.003959342423447691,493,233,308466.77448335773,574.0758191744383,-8.282792832962793,0.0020206224874552785,379,331,45394.831365223494,253.4981876124605,-6.2022878701121265,0.0060630726418397845,400,354
WASP36B.2025-02-17.0156_reduced.fits,2460724.6216463116,232091.91655193976,505.25096748687537,-7.97392188943315,0.002363586272367263,497,399,43840.97835393201,257.1374358509463,-6.164472445577869,0.006368092916361753,636,436,428328.14613287384,671.7186591636306,-8.639213386172472,0.0017026881708569696,492,609,137394.39100564778,400.27581528577053,-7.404694360934213,0.003163112710525235,501,272,76924.51910862171,315.06577995652873,-6.774933827232667,0.00444693484136219,493,233,259046.7042799441,530.9573793297344,-8.093217030734522,0.0022253888599902964,379,331,33109.7442203596,225.06717565728113,-5.859661416736024,0.0073804128321687664,400,354
WASP36B.2025-02-17.0157_reduced.fits,2460724.6234261408,238780.06637011093,502.4172868694606,-8.004767023801385,0.0022844982269374474,497,399,45183.85944346196,242.56171525236857,-6.197230162481019,0.005828586565679844,636,436,430585.142033584,666.7713403737941,-8.644919451819389,0.0016812883536108398,492,609,141698.38794559933,393.86888192983423,-7.438184125997918,0.003017943331881829,501,272,79220.84925663618,304.38074400823564,-6.806870586811142,0.0041715936764370656,493,233,263395.6464522659,526.0095535844582,-8.111293333429927,0.002168250022609265,379,331,39921.57346797416,229.213261992507,-6.062790977924163,0.006233850911603464,400,354
WASP36B.2025-02-17.0158_reduced.fits,2460724.625200136,270624.9990455235,536.1319965155008,-8.140691632775079,0.0021509392007359237,497,399,51569.07318951637,261.10452941703784,-6.3407451679681515,0.005497299510747144,636,436,487198.9005945405,710.0975285006008,-8.77903760137018,0.0015824719527517946,492,609,159653.69653935824,419.6228667806959,-7.567719298416668,0.002853674851780731,501,272,88654.83620242318,323.7911203241208,-6.929027931721951,0.003965398360360231,493,233,298317.2802603519,561.1394458080848,-8.246467879701203,0.002042286694555665,379,331,45159.948640716975,246.53134608821114,-6.1966554507131235,0.005927110550661549,400,354
WASP36B.2025-02-17.0159_reduced.fits,2460724.627661564,276308.0361354538,541.7433351466818,-8.163255642633713,0.002128748627371889,497,399,53573.46743260145,265.59260740889846,-6.3821462426121265,0.005382580657911145,636,436,510628.30635480024,726.5256747815673,-8.830034067294354,0.0015447933829359332,492,609,164395.22374245414,425.83678911234915,-7.599494841386251,0.0028124078591331455,501,272,92077.37335070234,330.1646204524977,-6.9701541570546235,0.0038931571233050246,493,233,305432.63395054423,567.7284640436609,-8.272060445847082,0.0020181319196682,379,331,45662.08603806708,247.787868939252,-6.208661222421509,0.00589180836335257,400,354
WASP36B.2025-02-17.0160_reduced.fits,2460724.6294308254,261335.3057155444,528.040518821964,-8.10276706670652,0.0021937820735492444,497,399,50909.5337257812,261.79401825086165,-6.32676965087402,0.0055832222965367445,636,436,484391.9982683308,708.3885594933555,-8.772764253275058,0.001587811336330819,492,609,156468.42706847956,416.8631833303886,-7.545838644235104,0.002892618396262418,501,272,87087.5235646369,323.11829581301043,-6.909661705002072,0.004028375338099388,493,233,288770.3370181805,553.0011138099488,-8.2111533016568,0.0020792070845463296,379,331,42933.12515263299,242.04624208761368,-6.141753108450204,0.0061211096868883826,400,354
WASP36B.2025-02-17.0161_reduced.fits,2460724.6311978763,266920.90752509027,528.9103448723118,-8.125728334292615,0.002151413000291098,497,399,52243.42762721887,255.07103311385336,-6.354851009186147,0.005300951105522112,636,436,494065.3049821149,712.0240909732006,-8.794232745514496,0.0015647128556367362,492,609,159222.0557905376,414.6960090273742,-7.564779919857729,0.0028278147065381766,501,272,89285.5633162078,319.48000271830034,-6.93672495985753,0.003884961832172454,493,233,293691.1234087804,553.4515627968237,-8.229498903611258,0.0020460352779273477,379,331,45341.57519378167,240.13842251321677,-6.20101336162554,0.00575028499477145,400,354
WASP36B.2025-02-17.0162_reduced.fits,2460724.6329735033,269315.76197262516,531.4798197711202,-8.135426281539553,0.002142640587380419,497,399,52295.107981032044,255.81026054899095,-6.3559245125684996,0.005311060100064993,636,436,500346.37460010895,716.6660148059976,-8.807948745685401,0.0015551431538131661,492,609,160910.38738163363,416.97216745987043,-7.576232053300023,0.0028135025087841206,501,272,90033.8474642918,320.69095402456236,-6.945786376056205,0.0038672764646760826,493,233,299737.26750682463,559.2010690595442,-8.251623711946714,0.0020255901158623,379,331,46250.74965631385,242.072955188029,-6.22256879337069,0.005682661872369367,400,354
WASP36B.2025-02-17.0163_reduced.fits,2460724.634749582,270936.98660704744,536.9931811006196,-8.141942592914187,0.0021519134235990505,497,399,52754.7256408415,264.8246916740218,-6.365425274266983,0.0054503127856624705,636,436,502114.5718895462,720.6657818489915,-8.811778915453058,0.0015583155213744642,492,609,161859.20054140498,423.12995664154147,-7.582615329822751,0.002838315719506712,501,272,90281.97631333672,328.32249845936593,-6.948774495892339,0.003948425122826202,493,233,300638.41575286665,563.7650184922148,-8.254883037860884,0.002036000921639694,379,331,45235.307785314435,247.20870338817545,-6.198465726469592,0.0059334942667725685,400,354
WASP36B.2025-02-17.0164_reduced.fits,2460724.6365119223,281356.08331643697,548.1065702108651,-8.182912626491891,0.002115110291304563,497,399,55040.93027336675,272.67172479584576,-6.411486266136902,0.005378716568821283,636,436,520351.99798462127,734.6276587759387,-8.850514918491621,0.0015328313319425571,492,609,168356.34134435072,432.920790929312,-7.6253455505029955,0.002791922019397407,501,272,93673.37041019798,335.32226049183186,-6.988812218918041,0.003886606373647497,493,233,311897.7922395544,575.2822253033942,-8.294802603925246,0.0020025942969355425,379,331,46212.37697196735,252.6038907365058,-6.221667620836733,0.0059347994543054805,400,354
WASP36B.2025-02-17.0165_reduced.fits,2460724.638283371,271195.2924238109,534.4592669007308,-8.14297721862909,0.0021397192069830444,497,399,52701.59438260944,259.03519499926534,-6.364331237692692,0.005336534744574818,636,436,502428.7293438983,718.9253620708106,-8.812458014368726,0.001553580136905054,492,609,161145.55098158063,418.84037614597366,-7.577817651635392,0.0028219839618667223,501,272,89850.72592481077,322.2540600666517,-6.943575827922807,0.0038940464480771695,493,233,300179.69354914426,560.7587887010899,-8.253225127110284,0.0020282388586335565,379,331,44647.47953718103,241.16889111667336,-6.184264219605264,0.005864738598036345,400,354
WASP36B.2025-02-17.0166_reduced.fits,2460724.640072389,271505.20392643753,535.644651578963,-8.144217247623025,0.0021420171057270265,497,399,52552.17591407109,260.3193511506393,-6.36124860892846,0.005378238663334133,636,436,501842.2136783616,719.2351075681712,-8.81118982799023,0.0015560659799742588,492,609,161993.4372835076,421.10059636205744,-7.58351540400609,0.0028223622572769048,501,272,89367.48807527497,322.9673454261081,-6.93772072995524,0.003923768558744639,493,233,299800.4836843311,561.3676194273759,-8.251852675319789,0.002033009223670709,379,331,45564.76702372821,245.23482402973525,-6.206344737443349,0.005843557303341754,400,354
WASP36B.2025-02-17.0167_reduced.fits,2460724.6418468817,270323.11958425917,534.5185489013381,-8.139479828968746,0.002146860917961805,497,399,52655.52706136568,261.51595856509084,-6.363381762972187,0.005392355944044399,636,436,498623.875102122,716.9059799211553,-8.80420452623216,0.0015610379219177714,492,609,160886.0539788864,419.83432587543217,-7.57606785225239,0.0028332432571377465,501,272,89454.63887646732,323.3697909919999,-6.938779019432419,0.0039248304393685865,493,233,298870.6069868296,560.5233726492352,-8.248479866363178,0.002036267552149167,379,331,44798.40244980463,243.5173974738656,-6.1879281697442625,0.005901899185402866,400,354
WASP36B.2025-02-17.0168_reduced.fits,2460724.643620657,268024.54710571206,533.0704291842219,-8.130208279451072,0.0021594061846245335,497,399,52495.26226544217,262.20327758884656,-6.360072126836592,0.0054230339881902985,636,436,495422.32628032914,715.326165853198,-8.797210787950346,0.0015676635373073065,492,609,160386.1840130217,420.2340071518882,-7.572689238768967,0.0028447791737369835,501,272,88744.36810679923,323.5560874835931,-6.930123855896966,0.003958522280851203,493,233,295718.21450459014,558.2422424234306,-8.236967040706952,0.0020495991923929163,379,331,44209.60077390965,243.54199624869355,-6.173563335142847,0.005981107227331586,400,354
WASP36B.2025-02-17.0169_reduced.fits,2460724.6453946866,263822.62814302143,530.9394813050321,-8.113051958288422,0.0021850294701630723,497,399,51417.22809320847,263.13804740773446,-6.337543502581788,0.005556474269714187,636,436,485601.16220221587,709.8106328543581,-8.775471146053333,0.0015870371873025558,492,609,156762.975247945,418.0560353762689,-7.547880596059789,0.0028954450022892803,501,272,87447.29731306416,324.6851673858512,-6.914137831146798,0.004031255993158145,493,233,291528.99795047165,556.300079354386,-8.221476252015359,0.0020718183820859254,379,331,42473.14131320622,242.22992736630152,-6.130057808848562,0.00619209679072528,400,354
WASP36B.2025-02-17.0170_reduced.fits,2460724.64718992,266307.7447554614,538.9280264770271,-8.123231344271625,0.0021972086115717676,497,399,51057.76825263229,273.0904721135508,-6.329926421777103,0.005807230180549188,636,436,494419.88087874226,720.0818360677673,-8.795011666453972,0.0015812853609728252,492,609,157885.09193097387,426.0050922124461,-7.555624663167212,0.002929530244873229,501,272,88901.41761726224,335.3187276602133,-6.932043568015964,0.004095184222162873,493,233,295474.63442738,565.0973312042169,-8.236072362349367,0.0020764781819246412,379,331,41920.187886480635,251.492837835887,-6.115829903585689,0.006513684528686202,400,354
WASP36B.2025-02-17.0171_reduced.fits,2460724.6489636833,273539.1339040702,539.1761954908817,-8.15232052110749,0.0021401073690373576,497,399,51956.451671208946,261.74142245793536,-6.348870561315825,0.005469621760274078,636,436,503601.4743582841,721.44224278498,-8.81498933458782,0.0015553885413692934,492,609,162444.94100994978,423.2378615334314,-7.586537329226055,0.0028288025877217593,501,272,90373.98923332791,326.920173148095,-6.9498804850234075,0.00392755781905648,493,233,301231.9914175513,563.9393864590932,-8.257024584581492,0.0020326174729529364,379,331,46425.15440927961,250.26664608944014,-6.22665524453663,0.005852938174576792,400,354
WASP36B.2025-02-17.0172_reduced.fits,2460724.650739136,268772.72755108314,531.9696057805762,-8.133234848927493,0.0021489481692933523,497,399,52498.57897442616,258.210387397969,-6.360140722689133,0.005340113418672997,636,436,494727.40558444127,713.3430811840191,-8.795686774644961,0.0015655134543037016,492,609,160177.07841280894,417.22162601810527,-7.57127277232018,0.002828073962046299,501,272,89330.09336536603,321.3030972757832,-6.937266322115136,0.0039051834859997235,493,233,296929.21938376134,557.4415191635723,-8.241404193713148,0.002038312162903165,379,331,45518.33289766712,242.37906108056515,-6.205237721625664,0.0057814007046804415,400,354
WASP36B.2025-02-17.0173_reduced.fits,2460724.652510724,266520.964221061,533.5503826209936,-8.124100291840769,0.0021735437179106094,497,399,50685.73070169157,262.20130680060345,-6.321986131870165,0.005616599539696647,636,436,490756.74980770354,713.487889818155,-8.786937556225219,0.0015785002120410774,492,609,157800.91239737836,419.1932029289683,-7.555045627237602,0.0028842243704039813,501,272,87725.25114423207,324.6252446590734,-6.91758340288371,0.00401774148842657,493,233,291724.38143090025,556.2486496658009,-8.22220367146614,0.0020702393637023926,379,331,43139.64934359803,243.60362307366916,-6.146963379012894,0.006131001925276101,400,354
